CALL_SIGN,AGENT_NAME,VESSEL_NAME,VESSEL_MAX_DRAFT,WEATHER_IMPACT_PCT,CONGESTION_IMPACT_PCT,EFFECTIVENESS_SCORE,RELIABILITY_SCORE,WORK_ENV_SCORE,BERTH
MG10212,HYALINE SHIPPING (HK) CO LTD,WAN HAI 365,9.7,0.24,0.25,0.518,0.722,0.829,KC7
RA10213,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,SELA
TU10214,P. M. S. HONG KONG LIMITED,HONG RUN 6,7.1,0.22,0.3,0.697,0.946,0.356,KC2
CL10215,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC9
EY10216,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING BRAZIL,11.5,0.22,0.27,0.497,0.636,0.593,KC6
NB10217,P. M. S. HONG KONG LIMITED,HONG RUN 6,7.1,0.22,0.3,0.697,0.946,0.356,KC3
GW10218,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,KC4
LU10219,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC6
RZ10220,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC5
PY10221,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC9
XP10222,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,SHELL
SN10223,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,CMTY
VO10224,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,KC
XT10225,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC10
MG10226,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC8
GQ10227,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,KC3
TN10228,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,KC7
QH10229,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC16
CH10230,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC3
HI10231,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC2
OD10232,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING BRAZIL,11.5,0.22,0.27,0.497,0.636,0.593,KC10
GS10233,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,TMECO
SB10234,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC5
KO10235,P. M. S. HONG KONG LIMITED,HONG RUN 6,7.1,0.22,0.3,0.697,0.946,0.356,SLA
KF10236,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,SLA
KX10237,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,TMECO
PS10238,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,KC19
WT10239,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,SLA
JA10240,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,KC11
JT10241,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,KC7
WY10242,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,KC10
KT10243,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,SELA
OP10244,NS UNITED SHIPPING (HK) CO LIMITED,WIND ARROW,5.88,0.23,0.24,0.606,0.716,0.652,CSWFM
FF10245,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC12
LA10246,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,SLA
IR10247,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,KC16
KE10248,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC8
MD10249,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,KC2
QA10250,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC
KO10251,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,CMTY
AQ10252,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC16
DM10253,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,CMTY
BJ10254,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,KC4
FI10255,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC
TJ10256,"UNITRANS AGENCY HONG KONG CO., LIMITED",OSG BOSSTEC,6.8,0.29,0.16,0.355,0.813,0.562,KC2
TV10257,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,KC5
GC10258,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC9
AO10259,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,KC6
ZJ10260,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,KC5
QU10261,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC3
QT10262,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,KC2
YF10263,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,KC6
AD10264,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC12
DR10265,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE AMAZON,13.2,0.24,0.25,0.64,0.584,0.637,CMTY
OF10266,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC
ST10267,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC5
EP10268,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,SWLA
TC10269,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC10
VZ10270,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,TMECO
CA10271,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,CMTY
IR10272,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,WA3
YK10273,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,KC8
SB10274,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC2
RQ10275,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC13
CU10276,T.S. LINES LIMITED,TS GUANGZHOU,8.8,0.0,0.0,0.83,0.515,0.531,WA3
WP10277,GULF AGENCY CO (HK) LTD,BERGE HENG SHAN,8.67,0.23,0.28,0.317,0.411,1.0,SHELL
DZ10278,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,KC13
UJ10279,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,SELA
LJ10280,WALLEM SHIPPING (HK) LTD,MARINA ARUNG,7.2,0.22,0.3,0.993,0.722,0.758,SLA
NI10281,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC
WV10282,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC8
CY10283,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,KC3
QV10284,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC6
SL10285,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,KC4
TZ10286,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC7
HV10287,KMTC (HK) CO LIMITED,KMTC NAGOYA,9.4,0.16,0.36,0.607,0.554,0.216,KC16
NM10288,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC16
LT10289,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,KC3
GW10290,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,SLA
VC10291,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,KC5
WG10292,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC16
MP10293,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC4
JA10294,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC10
WE10295,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,TMECO
FU10296,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,SLA
IW10297,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,KC11
SH10298,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC3
AY10299,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,SELA
CS10300,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC13
MT10301,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,CSWFM
RQ10302,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC3
MU10303,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,KC16
CF10304,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,SWLA
RH10305,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,KC8
PM10306,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,TMECO
NL10307,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,WA3
TI10308,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC
SH10309,REGIONAL CONTAINER LINES (HK) LTD,URU BHUM,10.0,0.25,0.26,0.865,0.488,0.416,CMTY
GD10310,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC4
FD10311,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,SWLA
NT10312,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC2
EF10313,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,TMECO
MS10314,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC8
ZN10315,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC10
HC10316,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,SLA
FF10317,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,KC9
EA10318,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC9
NH10319,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,CMTY
ZO10320,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,SHELL
SD10321,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,KC14
WM10322,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,CMTY
WO10323,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC8
ML10324,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,TMECO
EB10325,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,KC12
YM10326,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC4
VK10327,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,WA3
BQ10328,KMTC (HK) CO LIMITED,KMTC NAGOYA,9.4,0.16,0.36,0.607,0.554,0.216,KC13
BD10329,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,SWLA
OH10330,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC11
ZD10331,GULF AGENCY CO (HK) LTD,BERGE HENG SHAN,8.67,0.23,0.28,0.317,0.411,1.0,SWLA
TP10332,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC2
UF10333,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC4
NL10334,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,CSWFM
LW10335,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,CSWFM
ZH10336,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,WA3
QP10337,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC13
TY10338,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,WA3
FF10339,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,SHELL
RE10340,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,KC12
EB10341,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC11
AL10342,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,KC19
PH10343,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,SELA
GS10344,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC10
SL10345,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,SELA
RY10346,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,SWLA
UQ10347,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,SWLA
RY10348,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC16
LO10349,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC19
QX10350,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,SHELL
VB10351,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC
EH10352,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,KC7
TO10353,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC14
HD10354,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,CSWFM
RS10355,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC16
YN10356,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,KC13
MC10357,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC2
BL10358,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC
IG10359,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,KC12
CZ10360,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,KC4
VO10361,INCHCAPE SHIPPING SERVICES (HK) LTD,DAPENG PRINCESS,7.5,0.23,0.27,0.588,0.234,0.66,KC8
YZ10362,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC19
RH10363,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC6
BT10364,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC4
MQ10365,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC5
XE10366,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,KC6
PQ10367,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC4
MC10368,NS UNITED SHIPPING (HK) CO LIMITED,ASIAN ISLAND,6.29,0.21,0.29,0.606,0.716,0.652,KC8
JI10369,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,TMECO
RW10370,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,SHELL
IS10371,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE PARANA,14.6,0.22,0.26,0.64,0.584,0.637,KC4
HY10372,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,KC
VO10373,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC7
LI10374,CONCORD MARINE LIMITED,FU LONG SHENG,7.6,0.0,0.0,1.0,0.721,0.614,KC2
IZ10375,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ACX DIAMOND,10.0,0.24,0.25,0.64,0.584,0.637,KC13
KN10376,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,KC8
ZR10377,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,SWLA
OK10378,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,CMTY
EJ10379,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,KC3
TQ10380,EVERGREEN MARINE (HONG KONG) LTD,EVER BASIS,10.1,0.22,0.25,1.0,0.772,0.44,SLA
TF10381,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,KC5
OY10382,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC8
LS10383,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,KC3
DZ10384,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE AMAZON,13.2,0.24,0.25,0.64,0.584,0.637,SLA
PG10385,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,WA3
EO10386,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC13
OC10387,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,CSWFM
ZX10388,EVERGREEN MARINE (HONG KONG) LTD,EVER BIRTH,10.3,0.24,0.28,1.0,0.772,0.44,KC4
LD10389,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,KC5
VM10390,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC3
SN10391,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,KC4
HV10392,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC7
ZG10393,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC10
OJ10394,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,SWLA
XN10395,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,SHELL
WW10396,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,KC
HU10397,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,SHELL
KY10398,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN DAN DONG,8.8,0.17,0.33,0.497,0.636,0.593,SHELL
NV10399,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC10
HH10400,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,SLA
PZ10401,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,SLA
MD10402,P. M. S. HONG KONG LIMITED,HONG RUN 6,7.1,0.22,0.3,0.697,0.946,0.356,SWLA
OI10403,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,CSWFM
OO10404,EVERGREEN MARINE (HONG KONG) LTD,EVER CROWN,6.45,0.24,0.21,1.0,0.772,0.44,KC
LI10405,EVERGREEN MARINE (HONG KONG) LTD,TEXAS TRIUMPH,12.8,0.23,0.25,1.0,0.772,0.44,SELA
ES10406,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC11
OG10407,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,GSL AFRICA,10.7,0.27,0.22,0.379,0.546,0.695,KC8
UB10408,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,KC14
TS10409,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,TMECO
VK10410,WILHELMSEN PORT SERVICES (HONG KONG) LIMITED,GENCO RELIANCE,11.0,0.26,0.25,0.608,0.709,0.353,KC4
RV10411,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC8
ZM10412,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC2
AN10413,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC8
PW10414,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,WA3
WL10415,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,KC11
NL10416,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC7
SK10417,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC13
RE10418,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,SLA
MZ10419,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,KC11
IS10420,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,WA3
QW10421,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC5
WW10422,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC7
JI10423,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,KC11
